web-scraper-order,web-scraper-start-url,paginator,bill_id,link_to_bill-href,bill_name,committees,summary
1684270881-53,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8620,https://www.congress.gov/bill/116th-congress/house-bill/8620?s=9&r=448,Preserving Charitable Incentives Act,Committees: House - Ways and Means,
1684270886-54,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8621,https://www.congress.gov/bill/116th-congress/house-bill/8621?s=9&r=447,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"This bill expands the child tax credit to allow a credit for an unborn child. The bill defines an ""unborn child"" as a member of the species homo sapiens, at any stage of development, who is carried in the womb."
1684270891-55,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8622,https://www.congress.gov/bill/116th-congress/house-bill/8622?s=9&r=446,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill directs the Department of Homeland Security (DHS) to conduct national hazard preparation and response exercises and to report to Congress on such exercises and to report annually on the impact of natural disasters or public health emergencies on critical infrastructure.
1684270896-56,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8623,https://www.congress.gov/bill/116th-congress/house-bill/8623?s=9&r=445,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"This bill specifies that vaccines for COVID-19 (i.e., coronavirus disease 2019) that are authorized for emergency use must be covered under Medicare without cost-sharing."
1684270901-57,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8624,https://www.congress.gov/bill/116th-congress/house-bill/8624?s=9&r=444,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"This bill allows the Centers for Medicare & Medicaid Services (CMS) to extend the duration of pass-through status (i.e., additional payment) for certain drugs and devices under the Medicare prospective payment system for hospital outpatient department services."
1684270906-58,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8625,https://www.congress.gov/bill/116th-congress/house-bill/8625?s=9&r=443,Preserving Charitable Incentives Act,Committees: House - Ways and Means,
1684270911-59,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8626,https://www.congress.gov/bill/116th-congress/house-bill/8626?s=9&r=442,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"This bill requires the Department of Energy to establish a program that awards grants to make critical energy infrastructure more resilient to climate change hazards, such as grants for developing clean energy microgrids that support critical community infrastructure or customers of electric utilities with special energy needs due to medical conditions."
1684270920-60,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8627,https://www.congress.gov/bill/116th-congress/house-bill/8627?s=9&r=441,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"Grant awards may not exceed 85% of the research project's total cost unless NOAA waives such requirement. Additionally, NOAA must ensure that grant funding is apportioned according to the historic baseline (i.e., the estimated population of oysters in an estuary in 1850) oyster population of each estuary of the United States."
1684270925-61,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8628,https://www.congress.gov/bill/116th-congress/house-bill/8628?s=9&r=440,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill authorizes the Department of State to establish a Global Small Business Network grant program to facilitate exports by U.S. small businesses.
1684270934-62,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8629,https://www.congress.gov/bill/116th-congress/house-bill/8629?s=9&r=439,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill prohibits employers from deferring payment of payroll taxes unless affected employees provide written consent to a deferral. Employers must also provide notice to their employees of the right to provide or withhold written consent and the future tax liability resulting from providing consent to the deferral of such taxes.
1684270942-63,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8630,https://www.congress.gov/bill/116th-congress/house-bill/8630?s=9&r=438,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill revises the annual land use fee for organizational camps for their occupancy and use of National Forest System lands in counties in which less than 2% of land is used for farming.
1684270947-64,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8631,https://www.congress.gov/bill/116th-congress/house-bill/8631?s=9&r=437,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill directs the Bureau of Justice Assistance to award competitive grants to nonprofit organizations to purchase and distribute firearm locking devices to firearm owners and distribute educational materials on firearm safety.
1684270956-65,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8632,https://www.congress.gov/bill/116th-congress/house-bill/8632?s=9&r=436,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"This bill implements various ocean-based policies, programs, and goals to address climate change and reduce greenhouse gas emissions, including by establishing the Blue Carbon Program to further conservation objectives for fish and wildlife habitat conservation and restoration and coastal resilience."
1684270962-66,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8633,https://www.congress.gov/bill/116th-congress/house-bill/8633?s=9&r=435,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill establishes the National Center for Alternatives to Animal Research and Testing within the National Institutes of Health to promote alternatives to animal research and testing and to reduce the number of animals used in such research and testing.
1684270970-67,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8634,https://www.congress.gov/bill/116th-congress/house-bill/8634?s=9&r=434,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill expands and coordinates federal agencies' cybersecurity recruitment and education initiatives.
1684270975-68,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8635,https://www.congress.gov/bill/116th-congress/house-bill/8635?s=9&r=433,Preserving Charitable Incentives Act,Committees: House - Ways and Means,"This bill requires the Environmental Protection Agency (EPA) to establish a zero-emission passenger vehicle standard. Specifically, the bill sets a schedule for increasing the percentage of zero-emission vehicles a vehicle manufacturer delivers for sale, culminating in a requirement to sell only zero-emission vehicles from 2035 on. The bill also requires the EPA to establish a zero-emission vehicle credit program that approves one zero-emission vehicle credit for each zero-emission vehicle delivered for sale in the United States and partial credits for qualified electric vehicles based on the estimated proportion of the mileage driven on the battery."
1684270980-69,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8636,https://www.congress.gov/bill/116th-congress/house-bill/8636?s=9&r=432,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill limits a social media company's immunity from liability if it promotes certain content on its platform.
1684270985-70,"https://www.congress.gov/search?q={%22source%22:%22legislation%22,%22congress%22:116}&pageSize=250&page=1",https://www.congress.gov/search?q=%7B%22source%22%3A%22legislation%22%2C%22congress%22%3A116%7D&pageSize=250&page=2,H.R.8637,https://www.congress.gov/bill/116th-congress/house-bill/8637?s=9&r=431,Preserving Charitable Incentives Act,Committees: House - Ways and Means,This bill establishes a museum program on the historical importance of Japanese American confinement during World War II and permanently reauthorizes the Japanese American Confinement Sites preservation program.
